SA2_CODE,Total_Population,Median_age_persons,Median_tot_prsnl_inc_weekly,Total_Managers,Total_Professionals,Total_White_Collar,Total_High_Value_Professionals,Professional_Density_per_1000,Total_Professional_Industry_Workers,Professional_Industry_Concentration,Total_Flats_Apartments,Total_Separate_Houses,Commercial_Density_Proxy,Commercial_Stock_Ratio,Commercial_Opportunity_Score,Demand_Gap_Index,Is_Employment_Cluster,Is_Emerging_Cluster,Score_Professional_Demand,Score_Professional_Density,Score_Industry_Concentration,Score_Commercial_Deficit,Score_Income
305031128,18016,33,1405,4577,10212,18095,14789,820.84,2039,113.17,24001,780,16800.7,0.68,45.25,0.21,True,False,81.65,58.63,8.64,0.3,43.23
305031129,4031,37,1253,815,2035,3373,2850,706.85,374,92.76,761,2224,532.7,0.18,37.14,32.07,False,False,15.73,50.49,7.08,96.84,38.55
305031130,7978,32,1138,1362,3813,6516,5175,648.58,904,113.3,4284,3664,2998.8,0.38,37.71,30.78,True,False,28.57,46.33,8.65,82.2,35.02
305031131,11025,34,1105,1858,4791,8383,6649,603.03,1142,103.57,6978,3998,4887.3,0.44,37.41,28.32,True,False,36.71,43.07,7.91,71.0,34.0
305041132,13716,38,1153,2703,6089,10548,8792,640.96,1351,98.49,2509,7779,1757.8,0.17,44.49,42.24,True,False,48.54,45.78,7.52,89.57,35.48
305041133,5670,32,1071,1027,2889,4844,3916,690.53,578,101.92,3710,1995,2597.0,0.46,36.36,30.01,False,False,21.62,49.32,7.78,84.59,32.95
305041134,10343,38,1334,2312,4855,8395,7167,692.87,980,94.74,896,6086,629.6,0.09,44.23,42.87,True,False,39.57,49.49,7.23,96.26,41.05
305041135,12197,33,1248,2572,6664,10934,9236,757.17,1323,108.46,5242,5839,3688.6,0.33,46.03,41.04,True,False,50.99,54.08,8.28,78.11,38.4
305041136,5975,32,1122,1204,2959,5074,4163,696.62,692,115.8,1813,3389,1269.1,0.24,38.43,33.63,False,False,22.98,49.76,8.84,92.47,34.52
305041137,12428,30,972,1836,6302,9918,8138,654.76,1155,92.93,9466,3489,6626.2,0.51,38.68,27.82,True,False,44.93,46.77,7.09,60.68,29.91
306011138,5537,39,979,760,1546,3098,2306,416.4,505,91.19,0,3983,36.9,0.01,30.63,21.19,False,False,12.73,29.74,6.96,99.78,30.12
306011139,11789,47,818,1617,2451,5452,4068,345.04,870,73.79,1534,7809,1080.7,0.12,30.58,22.04,False,False,22.46,24.65,5.63,93.59,25.17
306011140,3742,41,1026,517,1433,2378,1950,520.97,343,91.64,841,2073,588.7,0.2,31.56,23.15,False,False,10.77,37.21,7.0,96.51,31.57
306011141,13784,38,969,1689,3661,7170,5350,388.1,1375,99.75,613,8702,446.5,0.05,34.9,27.87,False,False,29.54,27.72,7.61,97.35,29.82
306011142,16791,38,859,2131,3680,7812,5811,346.06,1409,83.91,1545,11069,1087.8,0.09,33.76,26.57,False,False,32.08,24.72,6.41,93.54,26.43
306011143,6133,46,791,618,1293,2498,1911,311.54,444,72.38,888,3094,632.1,0.16,26.7,15.79,False,False,10.55,22.25,5.53,96.25,24.34
306021144,8360,32,821,692,1149,2874,1841,220.19,709,84.8,159,5768,111.3,0.02,25.7,12.86,False,False,10.16,15.73,6.47,99.34,25.26
306021145,12567,37,838,1296,2691,4983,3987,317.23,817,65.01,6139,1789,4337.8,0.54,26.98,16.59,False,False,22.01,22.66,4.96,74.26,25.78
306021146,8376,43,789,876,1614,3539,2490,297.24,595,71.03,757,5469,548.5,0.09,27.46,16.92,False,False,13.75,21.23,5.42,96.75,24.28
306021147,11409,33,795,833,1277,3526,2110,184.93,810,70.99,752,7277,534.2,0.07,24.85,12.04,False,False,11.65,13.21,5.42,96.83,24.46
306021148,9838,38,841,1093,1408,3734,2501,254.19,761,77.35,133,6672,99.7,0.01,27.36,15.89,False,False,13.81,18.16,5.9,99.41,25.88
306021149,9963,40,782,1061,1989,4303,3050,306.1,665,66.74,460,6287,322.0,0.05,28.66,18.98,False,False,16.84,21.86,5.1,98.09,24.06
306021151,6175,36,629,416,677,1616,1093,176.98,342,55.38,2815,2197,2043.4,0.39,20.93,8.21,False,False,6.03,12.64,4.23,87.87,19.35
306021152,5191,39,648,316,677,1489,993,191.26,295,56.82,2723,1846,1910.3,0.42,21.22,8.49,False,False,5.48,13.66,4.34,88.66,19.94
306021153,8678,37,857,916,1729,3903,2645,304.76,768,88.49,96,6599,67.2,0.01,28.75,18.11,False,False,14.6,21.77,6.76,99.6,26.37
306021154,6519,39,677,530,932,1976,1462,224.23,407,62.42,2807,2308,1981.4,0.38,22.7,10.63,False,False,8.07,16.02,4.77,88.24,20.83
306021155,4918,37,694,342,556,1385,898,182.56,248,50.42,401,2770,306.5,0.09,22.38,8.84,False,False,4.96,13.04,3.85,98.18,21.35
306021156,8353,43,915,1059,2734,4747,3793,454.03,678,81.16,1075,5317,752.5,0.12,32.77,25.49,False,False,20.94,32.43,6.2,95.53,28.15
306021157,5127,38,679,292,539,1302,831,162.05,258,50.31,1257,1943,905.7,0.28,21.32,7.65,False,False,4.59,11.58,3.84,94.63,20.89
306031158,4568,47,670,717,536,1733,1253,274.24,238,52.09,18,3335,36.3,0.01,24.8,13.22,False,False,6.92,19.59,3.98,99.78,20.62
306031159,9257,41,621,784,952,2411,1736,187.51,417,45.04,533,6187,405.2,0.06,23.46,11.21,False,False,9.58,13.39,3.44,97.6,19.11
306031160,8002,47,674,1254,746,2705,2000,249.91,367,45.86,34,5912,54.4,0.01,25.5,14.4,False,False,11.04,17.85,3.5,99.68,20.74
306031161,10999,48,644,1421,1005,3295,2426,220.55,431,39.18,819,7601,647.7,0.07,24.96,14.01,False,False,13.39,15.75,2.99,96.16,19.82
306031163,2505,25,337,59,146,306,205,81.8,213,85.0,122,737,120.2,0.12,19.03,3.46,False,False,1.13,5.84,6.49,99.29,10.37
306041164,6674,47,648,700,722,2016,1422,213.03,341,51.09,298,4739,239.8,0.05,23.72,11.37,False,False,7.85,15.22,3.9,98.58,19.94
306041165,5582,45,824,870,719,2108,1589,284.61,241,43.17,1016,2309,753.8,0.22,25.24,13.9,False,False,8.77,20.33,3.3,95.53,25.35
306051166,11625,45,668,1263,1465,3815,2728,234.65,709,60.98,560,8317,452.6,0.05,26.29,15.48,False,False,15.06,16.76,4.66,97.31,20.55
306051167,5522,52,483,546,397,1227,943,170.74,165,29.88,71,4128,72.8,0.02,21.49,8.66,False,False,5.21,12.2,2.28,99.57,14.86
306051168,4826,47,622,458,851,1767,1309,271.18,307,63.6,113,3293,126.2,0.04,24.78,13.2,False,False,7.23,19.37,4.86,99.25,19.14
306051169,9095,51,661,1457,1403,3712,2860,314.42,556,61.13,153,6715,154.8,0.02,28.18,18.95,False,False,15.79,22.46,4.67,99.08,20.34
306051170,11825,41,689,1246,1262,3577,2508,212.08,862,72.89,857,8201,668.6,0.07,25.58,13.92,False,False,13.85,15.15,5.56,96.03,21.2
307011171,4320,40,780,993,522,1887,1515,350.61,232,53.69,60,3070,61.2,0.02,26.94,16.64,False,False,8.36,25.04,4.1,99.64,24.0
307011172,8775,35,794,1258,958,3109,2216,252.51,285,32.47,124,5645,98.2,0.02,26.03,15.05,False,False,12.23,18.04,2.48,99.42,24.43
307011173,6230,38,859,894,886,2529,1780,285.67,278,44.62,159,4212,121.2,0.03,26.27,15.01,False,False,9.83,20.4,3.41,99.28,26.43
307011174,4065,45,592,1108,274,1653,1382,339.89,128,31.48,21,3155,25.2,0.01,25.64,15.93,False,False,7.63,24.28,2.4,99.85,18.22
307011175,4180,38,774,1065,344,1752,1409,337.0,178,42.57,85,2772,69.7,0.02,26.32,15.86,False,False,7.78,24.07,3.25,99.59,23.82
307011176,6838,35,957,819,1096,2876,1915,280.01,674,98.55,33,5226,34.8,0.01,27.59,15.26,False,False,10.57,20.0,7.52,99.79,29.45
307011177,5989,42,770,2084,552,3197,2636,440.07,329,54.92,16,4131,32.5,0.01,30.4,22.95,False,False,14.55,31.43,4.19,99.81,23.69
307011178,3851,47,494,870,223,1309,1093,283.75,178,46.21,28,2741,38.5,0.01,24.07,13.12,False,False,6.03,20.27,3.53,99.77,15.2
307021179,9175,50,547,1540,883,3163,2423,264.06,409,44.57,28,6911,51.4,0.01,26.05,16.07,False,False,13.38,18.86,3.4,99.69,16.83
307021180,7662,41,712,1252,581,2510,1833,239.2,419,54.68,0,5485,7.5,0.0,25.33,13.6,False,False,10.12,17.09,4.17,99.96,21.91
307021181,3223,47,620,661,203,1091,864,267.99,90,27.92,6,2385,31.5,0.01,23.52,11.93,False,False,4.77,19.14,2.13,99.81,19.08
307021182,5791,42,693,956,589,2176,1545,266.75,175,30.21,5,4037,24.8,0.01,24.89,13.77,False,False,8.53,19.05,2.31,99.85,21.32
307021183,17015,37,725,2624,1947,6407,4571,268.63,971,57.06,26,12273,58.4,0.0,30.42,22.13,False,False,25.24,19.19,4.36,99.65,22.31
307031184,5109,46,642,997,647,2150,1644,321.72,226,44.23,17,3797,20.3,0.01,26.1,16.01,False,False,9.08,22.98,3.38,99.88,19.75
307031185,4360,51,604,861,529,1827,1390,318.73,167,38.29,0,3279,4.5,0.0,25.43,15.22,False,False,7.67,22.77,2.92,99.97,18.58
307031186,4991,50,552,902,497,1783,1399,280.25,163,32.65,0,3760,17.7,0.0,24.5,13.86,False,False,7.72,20.02,2.49,99.89,16.98
307031187,5286,50,564,477,560,1496,1037,196.14,164,31.02,122,4245,90.2,0.02,22.35,9.81,False,False,5.73,14.01,2.37,99.46,17.35
307031188,6247,49,561,1072,667,2175,1739,278.33,215,34.41,0,4555,27.9,0.01,25.08,14.72,False,False,9.6,19.88,2.63,99.83,17.26
307031189,15525,44,618,1320,1638,4357,2958,190.52,678,43.67,313,11661,240.7,0.02,25.66,14.76,False,False,16.33,13.61,3.33,98.57,19.02
308011190,7156,32,969,848,544,1912,1392,194.49,288,40.24,331,5165,239.5,0.04,24.16,10.64,False,False,7.69,13.89,3.07,98.58,29.82
308011191,7616,40,882,1897,626,3161,2523,331.23,238,31.25,76,5069,115.9,0.02,28.18,18.67,False,False,13.93,23.66,2.39,99.31,27.14
308011192,14089,32,1033,1538,2094,5265,3632,257.77,857,60.82,1119,8605,795.6,0.08,29.02,18.32,False,False,20.05,18.41,4.64,95.28,31.78
308031205,7024,35,676,382,706,1665,1088,154.88,364,51.81,349,4908,255.1,0.05,22.21,8.41,False,False,6.01,11.06,3.96,98.49,20.8
308031206,1948,46,644,208,149,573,357,183.17,98,50.28,0,1333,7.8,0.01,21.6,7.52,False,False,1.97,13.08,3.84,99.95,19.82
308031207,5798,49,618,431,592,1508,1023,176.41,310,53.46,323,4301,239.9,0.05,22.35,8.99,False,False,5.65,12.6,4.08,98.58,19.02
308031208,9059,37,884,800,1884,3999,2684,296.25,737,81.35,756,6444,529.2,0.07,28.23,17.42,False,False,14.82,21.16,6.21,96.86,27.2
308031209,5224,39,983,481,797,2003,1278,244.59,367,70.24,0,2818,1.5,0.0,25.58,12.26,False,False,7.06,17.47,5.36,99.99,30.25
308031210,12379,33,779,882,1275,3507,2157,174.23,628,50.73,136,9176,121.0,0.01,24.75,12.09,False,False,11.91,12.45,3.87,99.28,23.97
308031211,4880,35,734,290,494,1286,784,160.62,281,57.57,262,3517,183.4,0.05,22.14,7.81,False,False,4.33,11.47,4.4,98.91,22.58
308031212,2945,53,463,101,149,392,250,84.86,127,43.11,21,2411,22.2,0.01,18.99,3.72,False,False,1.38,6.06,3.29,99.87,14.25
308031213,10709,37,837,907,2120,4433,3027,282.63,774,72.27,176,7191,124.7,0.02,28.63,18.31,False,False,16.71,20.19,5.52,99.26,25.75
308031214,5292,36,697,336,539,1402,875,165.31,303,57.25,140,3816,99.2,0.03,22.33,8.27,False,False,4.83,11.81,4.37,99.41,21.45
308031215,7477,35,826,591,1053,2554,1644,219.84,522,69.8,79,5107,80.5,0.02,25.18,12.33,False,False,9.08,15.7,5.33,99.52,25.42
308031216,5903,39,774,448,1185,2302,1633,276.59,411,69.61,314,4615,219.8,0.04,25.89,14.2,False,False,9.02,19.76,5.31,98.7,23.82
308031217,3364,41,613,225,370,827,595,176.82,190,56.46,604,2240,424.6,0.15,21.51,7.76,False,False,3.28,12.63,4.31,97.48,18.86
308031218,3507,46,722,421,424,1166,845,240.88,204,58.15,0,2446,9.6,0.0,23.8,10.93,False,False,4.67,17.21,4.44,99.94,22.22
308031219,4598,44,740,733,575,1764,1308,284.41,230,50.01,0,2896,14.1,0.0,25.27,13.76,False,False,7.22,20.31,3.82,99.92,22.77
308031220,3002,43,836,530,303,1202,833,277.39,121,40.29,0,1958,6.6,0.0,24.51,12.2,False,False,4.6,19.81,3.08,99.96,25.72
308031222,7989,38,784,762,2104,3717,2866,358.7,546,68.34,745,5015,528.1,0.09,29.14,20.07,False,False,15.82,25.62,5.22,96.87,24.12
308031223,20244,42,786,1899,3481,7538,5380,265.74,1428,70.54,1645,13382,1215.4,0.08,31.07,22.59,False,False,29.7,18.98,5.38,92.79,24.18
308041528,8817,40,835,2344,792,3857,3136,355.64,334,37.88,113,6191,98.3,0.02,29.6,21.23,False,False,17.31,25.4,2.89,99.42,25.69
308041529,5694,36,889,406,699,1701,1105,194.03,322,56.54,352,3931,259.3,0.06,23.66,9.83,False,False,6.1,13.86,4.32,98.46,27.35
308051530,6807,52,507,761,558,1727,1319,193.74,235,34.52,202,4861,178.6,0.03,22.57,10.45,False,False,7.28,13.84,2.64,98.94,15.6
308051531,10063,39,855,842,1608,3504,2450,243.44,444,44.12,770,6952,588.8,0.07,26.19,14.92,False,False,13.53,17.39,3.37,96.51,26.31
308051533,14161,33,828,999,1921,4321,2920,206.19,675,47.66,290,10350,204.2,0.02,26.61,15.24,False,False,16.12,14.73,3.64,98.79,25.48
308051534,6174,40,688,518,975,1950,1493,241.78,247,40.0,1838,3465,1311.2,0.24,23.35,11.76,False,False,8.24,17.27,3.05,92.22,21.17
308051535,11529,38,801,1088,1115,3310,2203,191.07,482,41.8,30,7409,77.7,0.01,25.09,12.85,False,False,12.16,13.65,3.19,99.54,24.65
308051536,3533,38,808,251,465,1090,716,202.6,178,50.37,54,2702,37.8,0.01,23.03,9.19,False,False,3.95,14.47,3.85,99.78,24.86
308051538,6387,34,870,512,887,2053,1399,219.0,335,52.44,224,4624,156.8,0.03,24.57,11.57,False,False,7.72,15.64,4.0,99.07,26.77
308051539,4832,40,699,314,721,1430,1035,214.15,212,43.87,1142,3417,799.4,0.18,22.65,10.01,False,False,5.71,15.3,3.35,95.26,21.51
309011224,8164,43,889,1457,1897,4490,3354,410.78,412,50.46,1094,5029,765.8,0.13,30.71,22.84,False,False,18.52,29.34,3.85,95.46,27.35
309011225,9176,44,883,1436,2518,4909,3954,430.86,534,58.19,4794,2650,3363.9,0.45,29.85,21.05,False,False,21.83,30.78,4.44,80.04,27.17
309011226,14413,42,803,1942,3148,6862,5090,353.13,775,53.77,380,7998,266.0,0.03,32.79,26.24,False,False,28.1,25.22,4.1,98.42,24.71
309011227,13997,40,950,2355,3890,8056,6245,446.14,788,56.29,12549,1304,8784.3,0.63,29.27,15.88,True,False,34.48,31.87,4.3,47.87,29.23
309011228,13205,40,817,1947,3080,6618,5027,380.66,669,50.66,772,6307,610.6,0.08,32.87,26.48,False,False,27.75,27.19,3.87,96.38,25.14
309011229,7445,37,919,1220,2114,4236,3334,447.76,479,64.33,2894,2077,2030.6,0.41,30.52,22.16,False,False,18.41,31.98,4.91,87.95,28.28
309021230,6491,50,785,841,1450,2966,2291,352.9,370,56.99,5556,806,3931.8,0.6,24.88,14.51,False,False,12.65,25.21,4.35,76.67,24.15
309021231,12339,41,857,1728,3119,6175,4847,392.79,800,64.83,4319,4276,3028.7,0.35,30.97,22.48,False,False,26.76,28.06,4.95,82.03,26.37
309021232,9797,42,743,1145,1944,4236,3089,315.27,523,53.38,81,5326,56.7,0.01,28.8,19.72,False,False,17.05,22.52,4.08,99.66,22.86
309021233,12539,42,738,1353,2589,5530,3942,314.35,712,56.78,396,7218,277.2,0.04,30.03,21.74,False,False,21.76,22.45,4.33,98.36,22.71
309021234,16349,39,873,2455,4357,8743,6812,416.64,1014,62.02,6536,5807,4597.4,0.37,33.26,24.49,False,False,37.61,29.76,4.73,72.72,26.86
309031235,11171,41,715,1137,2467,4783,3604,322.59,552,49.41,63,7193,44.1,0.01,29.64,21.41,False,False,19.9,23.04,3.77,99.74,22.0
309031236,9973,44,717,1195,1739,4210,2934,294.16,512,51.33,6608,1876,4640.0,0.54,23.97,13.48,False,False,16.2,21.01,3.92,72.46,22.06
309031237,10298,51,605,792,1235,3165,2027,196.82,403,39.13,454,4847,447.4,0.08,23.93,12.29,False,False,11.19,14.06,2.99,97.34,18.62
309031238,18643,45,654,1666,3049,6740,4715,252.9,905,48.54,6503,3446,4569.8,0.46,26.01,16.07,False,False,26.03,18.06,3.71,72.88,20.12
309031239,9991,52,842,1692,1840,4887,3532,353.48,458,45.84,1450,4833,1017.7,0.16,29.55,21.02,False,False,19.5,25.25,3.5,93.96,25.91
309031240,9308,54,727,1302,1541,4023,2843,305.4,445,47.8,2658,3782,1860.6,0.29,26.47,16.68,False,False,15.7,21.81,3.65,88.96,22.37
309041241,4420,45,764,626,840,1995,1466,331.6,285,64.47,6,3012,32.1,0.01,26.66,15.86,False,False,8.09,23.69,4.92,99.81,23.51
309041242,15692,46,729,2212,3083,6964,5295,337.41,1161,73.98,88,10784,90.1,0.01,33.09,26.52,False,False,29.23,24.1,5.65,99.47,22.43
309051243,7674,43,779,1180,1725,3818,2905,378.5,426,55.5,48,4437,36.0,0.01,29.78,21.49,False,False,16.04,27.04,4.24,99.79,23.97
309051244,19552,39,790,2544,4363,9349,6907,353.25,1117,57.13,94,10947,91.0,0.01,35.97,31.51,False,False,38.13,25.23,4.36,99.46,24.31
309051245,8810,37,876,1300,2115,4695,3415,387.58,529,60.04,100,4217,70.0,0.02,31.13,23.17,False,False,18.85,27.68,4.58,99.58,26.95
309061246,13147,42,770,1716,2623,6077,4339,330.01,699,53.16,1133,5649,1018.7,0.14,30.35,22.33,False,False,23.96,23.57,4.06,93.95,23.69
309061247,8433,40,731,946,1397,3355,2343,277.8,503,59.64,524,5566,366.8,0.06,26.67,16.03,False,False,12.94,19.84,4.55,97.82,22.49
309061248,21260,39,741,2255,3204,8182,5459,256.76,1212,57.01,2093,11149,1564.1,0.12,30.38,21.99,False,False,30.14,18.34,4.35,90.72,22.8
309061249,18308,35,825,1984,3445,7914,5429,296.52,1179,64.39,20,9699,14.0,0.0,32.8,25.56,False,False,29.97,21.18,4.92,99.92,25.38
309061250,8542,43,795,1161,1773,4061,2934,343.44,464,54.31,59,4913,41.3,0.01,29.23,20.31,False,False,16.2,24.53,4.15,99.75,24.46
309071251,20225,29,834,2470,3177,8096,5647,279.2,1012,50.03,113,11074,80.9,0.01,32.6,25.44,False,False,31.18,19.94,3.82,99.52,25.66
309071252,18949,41,790,2774,3637,8986,6411,338.31,997,52.61,564,11019,400.2,0.03,34.54,29.07,False,False,35.39,24.17,4.02,97.63,24.31
309071253,14665,50,862,2950,2737,7622,5687,387.77,677,46.16,2433,7291,1776.3,0.18,33.12,26.43,False,False,31.4,27.7,3.52,89.46,26.52
309071254,4607,43,824,764,616,2022,1380,299.48,184,39.93,3,3321,26.7,0.01,25.75,14.48,False,False,7.62,21.39,3.05,99.84,25.35
309071256,17920,36,844,2182,3296,8078,5478,305.67,1052,58.7,69,9969,48.3,0.0,32.98,25.96,False,False,30.24,21.83,4.48,99.71,25.97
309071552,10681,32,854,1153,1669,4218,2822,264.18,665,62.25,55,7249,39.7,0.01,27.93,17.18,False,False,15.58,18.87,4.75,99.76,26.28
309071553,11879,36,903,1708,2044,5592,3752,315.82,686,57.74,127,7308,88.9,0.01,30.44,21.52,False,False,20.71,22.56,4.41,99.47,27.78
309071554,9910,32,835,1014,1742,3894,2756,278.07,523,52.77,266,5839,186.2,0.03,27.74,17.35,False,False,15.22,19.86,4.03,98.9,25.69
309071555,10491,27,851,925,1313,3304,2238,213.31,450,42.89,30,7012,21.0,0.0,25.77,13.78,False,False,12.36,15.24,3.27,99.88,26.18
309071556,11420,36,903,1638,2241,5488,3879,339.64,701,61.38,9,7234,6.3,0.0,31.2,22.83,False,False,21.42,24.26,4.69,99.96,27.78
309071557,20287,33,807,2126,2940,7495,5066,249.7,1034,50.97,59,10967,69.8,0.01,31.05,22.81,False,False,27.97,17.84,3.89,99.59,24.83
309071558,7027,29,899,914,1160,3049,2074,295.11,369,52.5,3,4329,15.0,0.0,27.26,16.25,False,False,11.45,21.08,4.01,99.91,27.66
309081259,4395,50,732,637,1007,2126,1644,373.98,218,49.59,426,2176,298.2,0.11,27.15,17.58,False,False,9.08,26.71,3.79,98.23,22.52
309081260,7210,38,788,725,1422,3094,2147,297.74,402,55.75,636,2718,445.2,0.13,26.75,16.12,False,False,11.85,21.27,4.26,97.36,24.25
309081262,16639,36,788,2045,3965,8148,6010,361.18,922,55.41,4000,6046,2800.0,0.28,32.18,24.59,False,False,33.18,25.8,4.23,83.38,24.25
309081559,16861,39,756,2158,3944,8359,6102,361.88,942,55.87,1323,8712,926.1,0.09,33.92,28.13,False,False,33.69,25.85,4.26,94.5,23.26
309081560,8804,40,801,1063,2107,4432,3170,360.02,477,54.17,1955,2358,1368.5,0.32,28.75,19.85,False,False,17.5,25.72,4.14,91.88,24.65
309091263,12415,43,740,1396,2480,5476,3876,312.18,688,55.41,1124,6520,790.1,0.1,29.41,20.82,False,False,21.4,22.3,4.23,95.31,22.77
309091264,6450,37,703,651,1279,2673,1930,299.18,290,44.95,14,3962,9.8,0.0,26.38,16.0,False,False,10.66,21.37,3.43,99.94,21.63
309091265,8837,37,736,854,1988,3955,2842,321.57,467,52.84,122,5557,85.4,0.02,28.44,19.23,False,False,15.69,22.97,4.03,99.49,22.65
309091540,17891,35,652,1457,3374,6667,4831,270.01,741,41.42,15049,2392,10560.4,0.6,21.06,8.58,False,False,26.67,19.29,3.16,37.33,20.06
309091541,18893,39,680,1969,3854,7762,5823,308.19,870,46.05,7481,5936,5237.9,0.39,28.28,18.66,False,False,32.15,22.01,3.52,68.92,20.92
309101267,9889,44,776,1478,2236,4866,3714,375.53,401,40.55,823,4415,576.1,0.11,30.35,22.86,False,False,20.5,26.82,3.1,96.58,23.88
309101268,4895,41,902,911,1144,2658,2055,419.73,241,49.22,404,2770,282.8,0.09,29.17,20.32,False,False,11.35,29.98,3.76,98.32,27.75
309101269,3998,57,938,781,999,2274,1780,445.11,169,42.26,3770,138,2655.8,0.67,27.06,17.53,False,False,9.83,31.79,3.23,84.24,28.86
309101561,12204,45,772,1687,2168,5102,3855,315.85,485,39.74,11941,895,8388.1,0.65,22.54,11.01,False,False,21.28,22.56,3.03,50.22,23.75
309101562,14210,39,777,1752,2363,5515,4115,289.56,510,35.89,11756,1555,8229.2,0.62,22.6,11.1,False,False,22.72,20.68,2.74,51.17,23.91
310011271,4699,35,732,432,961,1899,1393,296.38,277,58.94,57,3310,39.9,0.01,25.72,14.4,False,False,7.69,21.17,4.5,99.76,22.52
310011272,8254,39,604,523,1071,2297,1594,193.1,321,38.89,113,4455,107.0,0.02,23.45,11.22,False,False,8.8,13.79,2.97,99.37,18.58
310011274,19891,31,500,700,1683,3727,2383,119.8,685,34.44,419,11429,358.1,0.03,22.83,10.63,False,False,13.16,8.56,2.63,97.87,15.38
310011275,8578,35,979,1044,3102,5331,4146,483.27,775,90.34,193,5428,135.1,0.02,34.77,28.47,False,False,22.89,34.52,6.9,99.2,30.12
310011276,6220,34,485,75,186,461,261,41.95,106,17.04,5,1880,3.5,0.0,17.93,2.22,False,False,1.44,3.0,1.3,99.98,14.92
310011563,8598,31,810,706,1481,3228,2187,254.33,450,52.33,19,4621,13.3,0.0,26.44,15.11,False,False,12.07,18.17,4.0,99.92,24.92
310011564,22478,36,805,2404,4959,10762,7363,327.55,1812,80.61,353,14729,247.1,0.02,36.53,31.55,False,False,40.65,23.4,6.15,98.53,24.77
310021277,12617,47,657,1987,1486,4755,3473,275.24,688,54.53,17,9222,54.8,0.01,28.47,19.35,False,False,19.17,19.66,4.16,99.67,20.22
310021278,5052,55,509,586,430,1415,1016,201.07,263,52.05,10,4226,41.5,0.01,22.6,9.96,False,False,5.61,14.36,3.97,99.75,15.66
310021280,21208,41,627,2110,1934,6015,4044,190.67,1185,55.87,14,15310,21.8,0.0,27.87,17.95,False,False,22.33,13.62,4.27,99.87,19.29
310021281,14197,41,645,1383,1380,4205,2763,194.6,910,64.09,27,10279,38.4,0.0,25.98,14.54,False,False,15.25,13.9,4.89,99.77,19.85
310021282,14217,38,759,1241,1461,4313,2702,190.04,1616,113.66,36,9099,104.7,0.01,26.85,14.16,False,False,14.92,13.57,8.68,99.38,23.35
310031283,12115,34,719,888,1530,3795,2418,199.57,968,79.89,81,8498,56.7,0.01,25.95,13.76,False,False,13.35,14.26,6.1,99.66,22.12
310031284,9334,36,703,635,1019,2736,1654,177.18,573,61.38,227,6662,161.0,0.02,23.86,10.79,False,False,9.13,12.66,4.69,99.04,21.63
310031285,6817,35,786,525,842,2343,1367,200.5,903,132.44,12,5011,8.4,0.0,25.28,10.93,False,False,7.55,14.32,10.11,99.95,24.18
310031286,6715,41,688,608,1278,2666,1886,280.82,632,94.1,564,4565,398.4,0.08,26.34,14.88,False,False,10.41,20.06,7.18,97.64,21.17
310031287,17975,39,683,1472,2438,5922,3910,217.51,1306,72.65,1336,13570,945.1,0.06,27.73,17.52,False,False,21.59,15.54,5.55,94.39,21.02
310031288,4561,40,916,604,993,2320,1597,350.07,447,97.98,16,3116,13.9,0.0,28.2,16.9,False,False,8.82,25.0,7.48,99.92,28.18
310031289,6694,38,1019,1059,1541,3681,2600,388.35,846,126.36,34,4462,26.2,0.01,31.28,21.01,False,False,14.35,27.74,9.65,99.84,31.35
310031290,6032,42,962,1007,1791,3724,2798,463.78,586,97.13,61,4057,47.2,0.01,32.32,24.22,False,False,15.45,33.13,7.42,99.72,29.6
310031291,8268,32,620,427,686,1790,1113,134.6,484,58.53,150,6553,105.0,0.02,21.95,7.83,False,False,6.14,9.61,4.47,99.38,19.08
310031292,6416,41,660,517,791,1946,1308,203.83,489,76.2,119,4991,109.4,0.02,23.9,10.82,False,False,7.22,14.56,5.82,99.35,20.31
310031293,15154,36,764,1174,1939,5004,3113,205.41,1650,108.87,56,10784,39.2,0.0,27.8,15.89,False,False,17.19,14.67,8.31,99.77,23.51
310031294,12774,29,1054,1527,2620,6157,4147,324.62,1985,155.38,60,9779,42.0,0.0,33.24,22.98,False,False,22.9,23.19,11.86,99.75,32.43
310031295,3067,37,497,137,159,508,296,96.48,118,38.46,0,2273,0.0,0.0,19.33,4.26,False,False,1.63,6.89,2.94,100.0,15.29
310041297,9249,38,760,793,1229,3366,2022,218.59,574,62.05,30,6344,83.4,0.01,25.46,13.32,False,False,11.16,15.61,4.74,99.51,23.38
310041299,11686,31,777,776,1320,3510,2096,179.34,696,59.55,118,7540,82.6,0.01,24.9,12.13,False,False,11.57,12.81,4.55,99.51,23.91
310041300,10885,33,637,501,900,2405,1401,128.7,452,41.52,74,6809,53.3,0.01,22.17,8.44,False,False,7.73,9.19,3.17,99.68,19.6
310041302,24349,27,747,1231,2046,5819,3277,134.58,1249,51.29,326,15893,228.2,0.01,25.71,13.66,False,False,18.09,9.61,3.92,98.65,22.98
310041303,7322,32,919,671,1500,3331,2171,296.46,656,89.58,32,4492,22.4,0.0,28.07,16.56,False,False,11.99,21.18,6.84,99.87,28.28
310041304,23526,31,1014,2819,5803,12245,8622,366.47,2653,112.76,234,16886,163.8,0.01,40.52,36.53,False,False,47.6,26.18,8.61,99.03,31.2
