SAL_CODE_2021,synthetic_population,avg_age_synthetic,median_income_synthetic,mode_education_synthetic
SAL31632,5,56.0,1542.0,Certificate III/IV
SAL31633,1,54.0,4857.0,No qualification
SAL31634,1,26.0,1644.0,Postgraduate
SAL31635,9,38.333333333333336,1975.0,Year 12
SAL31636,10,43.3,1908.0,Diploma
SAL31638,5,50.2,958.0,Certificate III/IV
SAL31639,1,47.0,325.0,Bachelor
SAL31640,6,46.0,1867.5,Diploma
SAL31641,3,25.0,855.0,Year 12
SAL31642,6,42.666666666666664,1965.5,Certificate III/IV
SAL31643,3,56.333333333333336,1588.0,Bachelor
SAL31644,4,51.75,1761.5,Year 12
SAL31645,8,41.125,2175.5,Year 12
SAL31647,232,37.75431034482759,1282.5,No qualification
SAL31649,1,70.0,878.0,Bachelor
SAL31650,149,38.53691275167785,1339.0,No qualification
SAL31651,2,42.0,4171.0,Postgraduate
SAL31652,3,16.0,2424.0,Certificate III/IV
SAL31653,6,30.333333333333332,1207.0,No qualification
SAL31654,4,42.0,1818.5,Certificate III/IV
SAL31655,26,32.84615384615385,1211.5,No qualification
SAL31657,3,46.666666666666664,777.0,Postgraduate
SAL31659,2,29.5,937.5,Certificate III/IV
SAL31661,6,21.166666666666668,1073.0,Bachelor
SAL31662,3,29.666666666666668,1299.0,Bachelor
SAL31663,2,51.5,2390.0,No qualification
SAL31665,15,49.333333333333336,1448.0,No qualification
SAL31666,5,29.4,975.0,Certificate III/IV
SAL31667,418,39.526315789473685,1276.0,Year 12
SAL31668,9,31.555555555555557,1512.0,Certificate III/IV
SAL31669,3,53.666666666666664,1984.0,Bachelor
SAL31670,1,20.0,3744.0,Bachelor
SAL31671,5,32.6,1199.0,Year 12
SAL31672,4,15.5,1073.0,Bachelor
SAL31673,26,35.53846153846154,1126.5,No qualification
SAL31674,20,46.95,1410.0,No qualification
SAL31675,4,38.5,1842.5,Bachelor
SAL31676,21,42.523809523809526,1105.0,Certificate III/IV
SAL31677,247,36.81376518218624,1219.0,No qualification
SAL31678,292,35.863013698630134,1414.0,No qualification
SAL31679,219,38.013698630136986,1365.0,No qualification
SAL31680,259,39.33204633204633,1459.0,Certificate III/IV
SAL31681,341,37.53958944281525,1425.0,Year 12
SAL31682,8,31.125,1349.5,No qualification
SAL31683,5,40.0,1676.0,Year 12
SAL31684,10,22.8,877.5,Diploma
SAL31685,132,39.32575757575758,1503.5,No qualification
SAL31686,138,37.130434782608695,1255.0,No qualification
SAL31687,6,42.0,1784.0,No qualification
SAL31689,39,31.743589743589745,1401.0,Year 12
SAL31690,2,28.5,1444.5,Certificate III/IV
SAL31692,2,34.0,3910.0,Certificate III/IV
SAL31693,6,36.333333333333336,934.0,Certificate III/IV
SAL31694,8,37.0,1129.5,Certificate III/IV
SAL31695,5,35.6,1404.0,Certificate III/IV
SAL31696,6,42.666666666666664,1782.5,Bachelor
SAL31697,1,53.0,1236.0,Bachelor
SAL31698,1,58.0,2263.0,Bachelor
SAL31699,2,34.0,554.5,Bachelor
SAL31700,163,34.99386503067485,1488.0,No qualification
SAL31701,16,34.25,1577.0,Bachelor
SAL31702,1,0.0,707.0,Certificate III/IV
SAL31704,1,54.0,3789.0,Diploma
SAL31705,11,32.72727272727273,772.0,Year 12
SAL31706,181,39.93370165745856,1284.0,No qualification
SAL31708,1,91.0,3051.0,Bachelor
SAL31710,1,29.0,3343.0,Year 12
SAL31711,1,45.0,1178.0,Year 12
SAL31713,11,42.0,2521.0,No qualification
SAL31714,3,34.333333333333336,2205.0,Bachelor
SAL31716,10,42.8,1720.0,No qualification
SAL31717,15,43.733333333333334,1189.0,Year 12
SAL31718,5,32.0,1124.0,Certificate III/IV
SAL31721,246,38.073170731707314,1360.0,No qualification
SAL31722,21,31.047619047619047,1968.0,Certificate III/IV
SAL31723,2,61.0,2615.0,No qualification
SAL31724,174,36.07471264367816,1326.5,No qualification
SAL31725,35,42.82857142857143,1330.0,Bachelor
SAL31726,96,39.6875,1458.0,No qualification
SAL31727,1,69.0,985.0,Year 12
SAL31728,3,40.0,1302.0,Postgraduate
SAL31729,7,44.714285714285715,1257.0,No qualification
SAL31730,7,50.0,1672.0,Certificate III/IV
SAL31731,126,37.57142857142857,1406.5,Certificate III/IV
SAL31732,6,41.666666666666664,1409.0,Certificate III/IV
SAL31734,7,42.42857142857143,1815.0,Year 12
SAL31735,168,36.88095238095238,1162.5,No qualification
SAL31736,15,41.13333333333333,1802.0,Certificate III/IV
SAL31737,67,38.3134328358209,1082.0,No qualification
SAL31739,177,40.163841807909606,1300.0,Year 12
SAL31740,1,31.0,3989.0,Certificate III/IV
SAL31741,1,45.0,750.0,No qualification
SAL31745,4,22.5,869.0,Certificate III/IV
SAL31746,13,33.92307692307692,1222.0,No qualification
SAL31747,579,38.30569948186528,1381.0,Certificate III/IV
SAL31748,162,34.95679012345679,1255.5,No qualification
SAL31749,476,38.21638655462185,1383.5,No qualification
SAL31750,4,68.5,691.0,No qualification
SAL31751,230,36.09130434782609,1225.0,No qualification
SAL31752,347,37.628242074927954,1286.0,No qualification
SAL31753,1,50.0,2526.0,Bachelor
SAL31754,3,52.333333333333336,1348.0,Certificate III/IV
SAL31755,188,39.41489361702128,1503.0,No qualification
SAL31756,6,28.666666666666668,923.5,Bachelor
SAL31757,65,40.8,1483.0,Year 12
SAL31758,20,40.0,1094.0,Year 12
SAL31759,1,5.0,950.0,No qualification
SAL31760,36,39.333333333333336,1608.0,No qualification
SAL31761,131,35.93129770992366,1548.0,No qualification
SAL31762,35,40.6,1047.0,Bachelor
SAL31763,424,39.85377358490566,1465.0,No qualification
SAL31764,280,38.69285714285714,1432.0,No qualification
SAL31765,5,43.0,1227.0,Diploma
SAL31766,159,39.59748427672956,1245.0,Year 12
SAL31767,8,46.375,1248.0,Certificate III/IV
SAL31769,11,37.45454545454545,1320.0,Certificate III/IV
SAL31771,67,41.56716417910448,1291.0,No qualification
SAL31772,814,38.51965601965602,1307.5,No qualification
SAL31773,10,48.4,1792.0,No qualification
SAL31774,16,42.5625,1228.0,No qualification
SAL31775,598,38.45484949832776,1344.5,No qualification
SAL31776,1,65.0,1176.0,Diploma
SAL31777,3,29.333333333333332,467.0,Bachelor
SAL31778,597,38.266331658291456,1243.0,No qualification
SAL31779,12,39.25,1240.5,Certificate III/IV
SAL31780,6,31.833333333333332,760.0,Certificate III/IV
SAL31781,2,42.0,481.0,No qualification
SAL31782,18,41.611111111111114,1282.0,No qualification
SAL31783,14,39.785714285714285,1216.5,No qualification
SAL31784,9,28.77777777777778,1507.0,Certificate III/IV
SAL31785,307,38.013029315960914,1586.0,No qualification
SAL31787,1,30.0,1501.0,Year 12
SAL31789,13,36.61538461538461,1220.0,No qualification
SAL31790,297,37.47138047138047,1311.0,Certificate III/IV
SAL31791,9,42.44444444444444,1030.0,Bachelor
SAL31792,7,47.857142857142854,1745.0,Diploma
SAL31793,6,40.0,836.5,No qualification
SAL31794,9,26.88888888888889,812.0,Diploma
SAL31795,121,40.15702479338843,1346.0,Year 12
SAL31796,19,38.05263157894737,1560.0,Certificate III/IV
SAL31797,14,39.5,1291.0,Year 12
SAL31798,12,31.583333333333332,1785.5,Year 12
SAL31799,4,53.75,1609.5,Bachelor
SAL31800,13,36.92307692307692,1216.0,Certificate III/IV
SAL31802,23,38.95652173913044,837.0,No qualification
SAL31803,11,48.18181818181818,1313.0,No qualification
SAL31805,32,42.34375,1065.5,No qualification
SAL31806,17,43.294117647058826,685.0,Year 12
SAL31807,198,37.07070707070707,1290.0,No qualification
SAL31808,17,37.588235294117645,2146.0,Year 12
SAL31809,94,35.91489361702128,1171.5,Year 12
SAL31810,5,32.0,1940.0,Bachelor
SAL31811,308,37.75,1304.0,No qualification
SAL31812,512,35.115234375,1409.0,No qualification
SAL31813,279,39.0,1304.0,No qualification
SAL31814,4,31.25,1126.5,Year 12
SAL31815,12,42.833333333333336,1144.0,Certificate III/IV
SAL31816,2,45.5,1038.5,Bachelor
SAL31817,4,23.25,2009.5,Diploma
SAL31818,17,44.76470588235294,1058.0,Certificate III/IV
SAL31819,247,38.987854251012145,1434.0,No qualification
SAL31821,8,33.625,1084.0,No qualification
SAL31822,153,36.666666666666664,1377.0,Year 12
SAL31823,310,35.91612903225806,1413.0,Year 12
SAL31824,4,46.5,868.5,Certificate III/IV
SAL31825,80,32.6125,1287.5,No qualification
SAL31827,19,34.89473684210526,1850.0,Bachelor
SAL31828,4,38.75,838.0,Bachelor
SAL31829,1,25.0,1262.0,No qualification
SAL31830,5,40.2,1424.0,Certificate III/IV
SAL31831,15,39.266666666666666,1117.0,No qualification
SAL31832,10,40.1,1174.0,Certificate III/IV
SAL31833,66,33.89393939393939,1167.5,No qualification
SAL31834,9,43.333333333333336,1076.0,Certificate III/IV
SAL31835,9,32.333333333333336,1211.0,No qualification
SAL31836,23,34.82608695652174,1461.0,Year 12
SAL31837,2,46.5,2116.5,Certificate III/IV
SAL31838,115,33.573913043478264,1170.0,No qualification
SAL31839,16,33.25,1513.5,No qualification
SAL31840,57,40.59649122807018,1141.0,No qualification
SAL31841,6,44.333333333333336,913.0,Certificate III/IV
SAL31842,4,45.5,1363.0,No qualification
SAL31843,32,41.90625,1701.5,No qualification
SAL31845,3,39.0,866.0,Certificate III/IV
SAL31846,6,30.5,2375.5,Certificate III/IV
SAL31847,120,36.11666666666667,1309.0,No qualification
SAL31848,2,36.5,756.5,No qualification
SAL31849,1,53.0,2654.0,Postgraduate
SAL31850,2,50.5,1190.5,Certificate III/IV
SAL31851,43,35.7906976744186,1178.0,Certificate III/IV
SAL31852,3,52.666666666666664,1300.0,No qualification
SAL31854,1,59.0,3150.0,Bachelor
SAL31858,86,36.47674418604651,1194.0,No qualification
SAL31859,60,38.36666666666667,1510.5,Year 12
SAL31860,16,31.9375,2059.0,Bachelor
SAL31861,24,41.916666666666664,1173.5,No qualification
SAL31862,4,27.75,1036.0,Certificate III/IV
SAL31863,39,46.61538461538461,1424.0,Year 12
SAL31864,36,38.72222222222222,1748.0,Bachelor
SAL31865,37,40.7027027027027,1207.0,No qualification
SAL31866,367,37.49591280653951,1323.0,No qualification
SAL31867,2,67.0,1193.5,Bachelor
SAL31868,16,33.8125,1593.5,No qualification
SAL31869,107,37.1588785046729,1256.0,No qualification
SAL31870,10,32.1,781.0,No qualification
SAL31871,196,36.64795918367347,1197.0,No qualification
SAL31873,267,36.19475655430712,1288.0,No qualification
SAL31874,2,43.0,5294.0,Certificate III/IV
SAL31875,5,36.8,2932.0,Bachelor
SAL31876,4,32.5,2407.0,No qualification
SAL31877,3,34.666666666666664,837.0,No qualification
SAL31879,5,49.4,1473.0,No qualification
SAL31880,1,0.0,570.0,Bachelor
SAL31881,55,39.96363636363636,1310.0,Bachelor
SAL31882,1,20.0,2891.0,Certificate III/IV
SAL31883,49,44.714285714285715,1254.0,Certificate III/IV
SAL31885,44,33.93181818181818,1385.0,Year 12
SAL31887,4,27.25,1105.0,Diploma
SAL31888,39,43.282051282051285,1601.0,Certificate III/IV
SAL31889,11,33.81818181818182,1663.0,Certificate III/IV
SAL31890,4,41.5,1410.0,No qualification
SAL31891,4,25.75,1835.0,No qualification
SAL31892,12,42.333333333333336,1198.5,Bachelor
SAL31893,24,35.708333333333336,1673.5,Certificate III/IV
SAL31894,11,47.63636363636363,1004.0,No qualification
SAL31895,325,38.74153846153846,1255.0,No qualification
SAL31896,155,42.86451612903226,1415.0,No qualification
SAL31898,13,34.69230769230769,1103.0,No qualification
SAL31899,2,46.5,1765.0,Bachelor
SAL31900,8,37.0,1451.5,Certificate III/IV
SAL31901,4,43.5,710.5,Diploma
SAL31902,3,12.333333333333334,942.0,No qualification
SAL31903,2,59.5,4682.5,Postgraduate
SAL31904,8,40.75,1222.5,No qualification
SAL31905,87,38.11494252873563,1293.0,No qualification
SAL31906,28,35.67857142857143,980.0,No qualification
SAL31907,17,40.705882352941174,1350.0,No qualification
SAL31908,12,34.416666666666664,1417.0,Year 12
SAL31909,261,35.67432950191571,1234.0,Year 12
SAL31910,431,38.31090487238979,1301.0,No qualification
SAL31911,1,23.0,3694.0,Diploma
SAL31912,396,38.313131313131315,1256.0,No qualification
SAL31913,990,37.9989898989899,1338.5,No qualification
SAL31914,1,65.0,1075.0,Certificate III/IV
SAL31915,6,25.5,982.0,Certificate III/IV
SAL31917,7,36.714285714285715,1003.0,No qualification
SAL31918,5,25.4,2303.0,Certificate III/IV
SAL31919,6,40.0,1309.5,Year 12
SAL31920,4,27.5,1588.0,Bachelor
SAL31921,1,47.0,849.0,Diploma
SAL31922,461,36.689804772234275,1271.0,No qualification
SAL31923,70,31.9,1428.5,No qualification
SAL31924,1,0.0,590.0,Diploma
SAL31925,9,41.111111111111114,1042.0,Certificate III/IV
SAL31926,4,49.5,1236.0,Certificate III/IV
SAL31927,13,33.92307692307692,1055.0,Bachelor
SAL31928,1,34.0,5515.0,Year 12
SAL31929,95,39.410526315789475,1515.0,No qualification
SAL31930,6,29.0,878.5,No qualification
SAL31931,23,37.52173913043478,1242.0,Certificate III/IV
SAL31933,6,36.833333333333336,3124.5,No qualification
SAL31934,13,42.53846153846154,1341.0,No qualification
SAL31935,1,49.0,1044.0,No qualification
SAL31936,2,47.0,2662.0,Certificate III/IV
SAL31937,13,32.46153846153846,1437.0,Postgraduate
SAL31938,5,34.2,1705.0,Year 12
SAL31939,12,37.833333333333336,2105.5,Certificate III/IV
SAL31940,2,20.0,1125.5,No qualification
SAL31942,5,34.6,1482.0,Bachelor
SAL31944,1,11.0,867.0,No qualification
SAL31945,4,46.25,734.0,Certificate III/IV
SAL31946,14,36.0,1103.0,Year 12
SAL31947,5,52.4,2240.0,No qualification
SAL31948,2,19.5,1084.5,No qualification
SAL31949,8,37.125,2026.5,No qualification
SAL31950,181,36.552486187845304,1249.0,No qualification
SAL31952,302,38.390728476821195,1181.5,No qualification
SAL31953,72,41.263888888888886,1180.5,No qualification
SAL31954,1,32.0,508.0,Bachelor
SAL31955,2,50.0,1981.0,Year 12
SAL31956,5,26.2,1537.0,Bachelor
SAL31957,2,32.0,2539.0,Certificate III/IV
SAL31960,3,55.0,1670.0,No qualification
SAL31961,8,31.5,1074.5,No qualification
SAL31962,1,81.0,1232.0,No qualification
SAL31963,3,56.333333333333336,1231.0,No qualification
SAL31964,1,67.0,1314.0,Certificate III/IV
SAL31965,25,34.48,1149.0,No qualification
SAL31966,1,49.0,582.0,Bachelor
SAL31967,9,41.55555555555556,1314.0,Diploma
SAL31968,149,40.02684563758389,1361.0,No qualification
SAL31969,493,37.5395537525355,1329.0,Certificate III/IV
SAL31970,13,38.23076923076923,937.0,Diploma
SAL31973,3,30.666666666666668,1006.0,Bachelor
SAL31974,6,26.833333333333332,1707.5,No qualification
SAL31975,6,49.5,1597.5,Bachelor
SAL31976,9,39.666666666666664,1298.0,No qualification
SAL31977,20,38.2,1173.5,No qualification
SAL31978,11,37.0,1384.0,Year 12
SAL31979,10,37.2,890.5,Year 12
SAL31980,12,35.666666666666664,1372.0,Certificate III/IV
SAL31981,10,33.9,1590.0,Diploma
SAL31984,165,39.06060606060606,1224.0,No qualification
SAL31985,361,36.22437673130194,1371.0,No qualification
SAL31986,210,35.94285714285714,1475.5,No qualification
SAL31987,2,38.0,2736.5,Bachelor
SAL31990,12,46.583333333333336,1691.5,Bachelor
SAL31991,8,32.75,1521.5,No qualification
SAL31992,6,43.333333333333336,950.0,Bachelor
SAL31993,14,33.42857142857143,751.0,No qualification
SAL31994,8,33.875,2362.0,Bachelor
SAL31996,22,37.09090909090909,1214.5,Year 12
SAL31997,16,30.8125,1476.0,No qualification
SAL31999,5,24.0,921.0,Year 12
SAL32000,17,45.470588235294116,1146.0,Year 12
SAL32001,70,39.642857142857146,1106.5,Bachelor
SAL32002,3,25.333333333333332,739.0,No qualification
SAL32003,1,52.0,1794.0,Year 12
SAL32006,3,51.333333333333336,1864.0,Certificate III/IV
SAL32007,54,38.77777777777778,1420.5,Certificate III/IV
SAL32008,12,26.0,1630.5,Certificate III/IV
SAL32009,119,39.8235294117647,1351.0,Certificate III/IV
SAL32010,17,29.529411764705884,962.0,Certificate III/IV
SAL32011,4,54.0,1566.0,Certificate III/IV
SAL32012,9,50.333333333333336,1134.0,Certificate III/IV
SAL32013,21,34.476190476190474,1750.0,No qualification
SAL32014,169,37.28402366863905,1251.0,No qualification
SAL32015,20,34.6,1375.5,Bachelor
SAL32016,2,42.0,1351.5,Certificate III/IV
SAL32017,15,39.86666666666667,1415.0,Year 12
SAL32019,27,36.074074074074076,1492.0,No qualification
SAL32020,314,39.17197452229299,1378.5,No qualification
SAL32021,5,23.6,2070.0,No qualification
SAL32022,1,45.0,1009.0,No qualification
SAL32024,6,27.833333333333332,1136.5,Bachelor
SAL32026,8,39.625,1070.0,Bachelor
SAL32027,9,24.88888888888889,1104.0,Bachelor
SAL32030,20,35.7,1457.0,No qualification
SAL32031,2,27.0,2746.0,No qualification
SAL32032,4,23.0,1675.5,Bachelor
SAL32033,11,47.72727272727273,1042.0,Bachelor
SAL32034,3,18.333333333333332,815.0,Diploma
SAL32035,7,40.285714285714285,3015.0,Certificate III/IV
SAL32036,2,25.5,885.0,Certificate III/IV
SAL32037,263,37.8212927756654,1282.0,No qualification
SAL32038,5,36.6,1151.0,No qualification
SAL32039,1,24.0,373.0,Certificate III/IV
SAL32041,484,37.47314049586777,1275.0,No qualification
SAL32042,75,36.42666666666667,1185.0,No qualification
SAL32043,17,37.05882352941177,1606.0,Diploma
SAL32044,7,31.571428571428573,2045.0,Bachelor
SAL32045,13,37.46153846153846,1410.0,No qualification
SAL32046,1,58.0,1278.0,Bachelor
SAL32047,2,39.5,1484.0,No qualification
SAL32048,1,55.0,778.0,No qualification
SAL32049,4,40.25,582.0,Diploma
SAL32050,526,39.5,1372.0,No qualification
SAL32051,122,37.90163934426229,1217.0,Certificate III/IV
SAL32053,4,26.25,1261.5,Certificate III/IV
SAL32054,37,39.891891891891895,1602.0,No qualification
SAL32055,7,31.285714285714285,766.0,Diploma
SAL32057,4,51.75,1132.5,No qualification
SAL32058,8,41.125,1306.5,Certificate III/IV
SAL32060,3,47.666666666666664,1722.0,Certificate III/IV
SAL32061,5,48.2,970.0,No qualification
SAL32062,2,68.0,2668.0,Bachelor
SAL32064,144,39.423611111111114,1414.5,No qualification
SAL32065,10,39.3,653.0,Certificate III/IV
SAL32066,81,45.839506172839506,1351.0,No qualification
SAL32067,3,37.333333333333336,1839.0,Year 12
SAL32068,54,35.925925925925924,1579.5,No qualification
SAL32069,3,48.333333333333336,1803.0,Year 12
SAL32070,5,44.6,1757.0,No qualification
SAL32071,1,58.0,6976.0,Bachelor
SAL32072,2,38.5,4468.5,Certificate III/IV
SAL32073,7,63.42857142857143,1008.0,No qualification
SAL32074,7,39.142857142857146,1207.0,Certificate III/IV
SAL32075,2,58.5,889.0,No qualification
SAL32077,2,15.0,2795.5,No qualification
SAL32079,3,32.333333333333336,1344.0,Bachelor
SAL32080,105,36.80952380952381,1366.0,No qualification
SAL32081,207,37.31400966183575,1217.0,No qualification
SAL32082,81,40.24691358024691,1380.0,No qualification
SAL32083,22,39.31818181818182,1700.0,Certificate III/IV
SAL32084,72,38.0,1472.5,No qualification
SAL32085,7,43.142857142857146,841.0,Diploma
SAL32086,4,32.75,1181.0,Certificate III/IV
SAL32087,5,34.4,1435.0,No qualification
SAL32088,1,37.0,1642.0,Diploma
SAL32089,413,35.79176755447942,1216.0,No qualification
SAL32090,1,51.0,1506.0,No qualification
SAL32091,6,41.5,853.0,Certificate III/IV
SAL32092,21,32.42857142857143,1389.0,No qualification
SAL32093,13,41.30769230769231,1086.0,Year 12
SAL32094,11,46.54545454545455,1815.0,No qualification
SAL32095,2,22.5,1660.0,Certificate III/IV
SAL32096,5,18.4,1654.0,Year 12
SAL32097,24,33.916666666666664,1108.5,Certificate III/IV
SAL32098,7,37.42857142857143,752.0,Certificate III/IV
SAL32099,478,37.31380753138075,1355.0,No qualification
SAL32100,147,37.23809523809524,1443.0,No qualification
SAL32101,3,55.666666666666664,1175.0,No qualification
SAL32102,1,36.0,774.0,Bachelor
SAL32105,6,41.0,3366.0,No qualification
SAL32106,41,35.146341463414636,1516.0,Year 12
SAL32107,796,37.881909547738694,1295.0,No qualification
SAL32108,1,8.0,411.0,Year 12
SAL32109,39,37.97435897435897,1546.0,No qualification
SAL32110,1,25.0,1777.0,Diploma
SAL32111,1,54.0,1548.0,Certificate III/IV
SAL32113,43,39.93023255813954,1217.0,Certificate III/IV
SAL32114,2,28.5,1283.0,Certificate III/IV
SAL32115,54,34.81481481481482,1254.0,Certificate III/IV
SAL32116,7,46.57142857142857,972.0,Certificate III/IV
SAL32117,660,38.584848484848486,1343.0,No qualification
SAL32118,4,69.75,738.0,Certificate III/IV
SAL32119,6,53.333333333333336,1523.0,No qualification
SAL32121,4,27.25,1883.0,Certificate III/IV
SAL32123,8,34.125,1903.5,No qualification
SAL32124,1,46.0,563.0,No qualification
SAL32126,237,36.472573839662445,1375.0,No qualification
SAL32127,222,39.067567567567565,1192.0,Certificate III/IV
SAL32129,462,38.82900432900433,1448.0,Certificate III/IV
SAL32130,10,25.5,1973.0,Certificate III/IV
SAL32131,17,40.64705882352941,1034.0,No qualification
SAL32132,3,38.0,2076.0,No qualification
SAL32133,10,36.8,1684.0,No qualification
SAL32134,3,65.66666666666667,1291.0,Bachelor
SAL32135,183,38.27322404371585,1371.0,No qualification
SAL32136,240,38.1125,1402.5,Certificate III/IV
SAL32137,302,38.937086092715234,1342.0,No qualification
SAL32138,55,38.127272727272725,1251.0,No qualification
SAL32139,383,37.17232375979112,1585.0,No qualification
SAL32142,43,34.651162790697676,1572.0,No qualification
SAL32143,5,11.4,844.0,Postgraduate
SAL32144,51,33.86274509803921,1214.0,Year 12
SAL32145,2,32.5,1029.0,No qualification
SAL32146,9,54.22222222222222,2098.0,Year 12
SAL32147,2,48.0,2264.0,No qualification
SAL32148,213,38.056338028169016,1403.0,No qualification
SAL32149,87,35.28735632183908,1123.0,No qualification
SAL32151,3,50.666666666666664,2763.0,Diploma
SAL32152,1,48.0,4459.0,No qualification
SAL32153,2,55.0,611.5,Certificate III/IV
SAL32155,14,34.07142857142857,1227.0,Bachelor
SAL32156,1,74.0,914.0,No qualification
SAL32157,29,35.241379310344826,1767.0,Certificate III/IV
SAL32159,5,37.6,1807.0,Certificate III/IV
SAL32160,196,38.83163265306123,1339.5,No qualification
SAL32161,16,44.125,927.0,No qualification
SAL32162,354,37.66101694915254,1279.0,No qualification
SAL32163,446,38.412556053811656,1394.0,Year 12
SAL32164,248,36.846774193548384,1337.5,No qualification
SAL32165,52,33.94230769230769,1593.5,No qualification
SAL32166,2,36.5,1569.5,Postgraduate
SAL32167,28,36.142857142857146,1610.5,Certificate III/IV
SAL32168,117,39.82905982905983,1678.0,No qualification
SAL32169,1,37.0,1086.0,Certificate III/IV
SAL32170,2,34.0,2095.5,No qualification
SAL32171,1,24.0,2962.0,No qualification
SAL32172,11,29.727272727272727,926.0,No qualification
SAL32173,4,57.25,1939.0,Certificate III/IV
SAL32174,3,52.666666666666664,626.0,Year 12
SAL32175,167,36.01796407185629,1301.0,No qualification
SAL32176,20,41.6,1226.5,Bachelor
SAL32177,4,26.5,2352.0,No qualification
SAL32178,924,38.02597402597402,1338.0,No qualification
SAL32179,229,37.0174672489083,1225.0,No qualification
SAL32181,61,39.0,1320.0,No qualification
SAL32182,26,41.15384615384615,1401.0,Year 12
SAL32183,8,50.375,904.0,No qualification
SAL32184,8,35.625,1960.0,Certificate III/IV
SAL32185,5,36.6,1225.0,Postgraduate
SAL32186,117,38.94871794871795,1264.0,Certificate III/IV
SAL32187,191,38.80628272251309,1370.0,No qualification
SAL32188,200,37.63,1288.5,No qualification
SAL32190,93,34.38709677419355,1209.0,No qualification
SAL32191,6,17.5,1726.5,Bachelor
SAL32192,4,25.0,1534.0,Certificate III/IV
SAL32193,186,36.6505376344086,1334.5,No qualification
SAL32194,5,57.0,969.0,Year 12
SAL32196,7,43.0,2310.0,Bachelor
SAL32197,527,37.37381404174573,1227.0,No qualification
SAL32198,5,33.6,814.0,No qualification
SAL32201,2,45.0,4374.5,Bachelor
SAL32203,22,35.09090909090909,1077.5,No qualification
SAL32204,4,25.25,660.0,No qualification
SAL32205,3,37.666666666666664,983.0,Bachelor
SAL32206,17,36.64705882352941,1024.0,No qualification
SAL32207,4,21.0,1427.0,Certificate III/IV
SAL32208,17,31.941176470588236,1203.0,Bachelor
SAL32209,174,41.18390804597701,1216.5,No qualification
SAL32211,49,42.93877551020408,1093.0,Year 12
SAL32212,4,37.75,2046.5,No qualification
SAL32213,13,24.53846153846154,1347.0,Year 12
SAL32214,6,53.333333333333336,2795.0,Diploma
SAL32215,2,64.0,1235.0,Certificate III/IV
SAL32216,6,39.166666666666664,980.5,No qualification
SAL32217,3,15.333333333333334,1600.0,Bachelor
SAL32218,42,35.26190476190476,1055.0,No qualification
SAL32219,1,65.0,1701.0,Year 12
SAL32220,2,53.5,1593.0,Certificate III/IV
SAL32221,1,50.0,996.0,Bachelor
SAL32224,94,41.06382978723404,1349.5,No qualification
SAL32225,1,52.0,367.0,Certificate III/IV
SAL32226,86,41.36046511627907,1174.0,No qualification
SAL32227,153,36.908496732026144,1148.0,Year 12
SAL32228,3,50.333333333333336,1629.0,Bachelor
SAL32229,3,19.666666666666668,1027.0,Bachelor
SAL32230,7,53.142857142857146,1230.0,Diploma
SAL32231,8,33.875,1523.5,Certificate III/IV
SAL32232,2,14.0,1158.0,Diploma
SAL32233,2,33.0,837.0,Bachelor
SAL32234,618,36.01294498381877,1326.5,No qualification
SAL32235,181,39.52486187845304,1307.0,No qualification
SAL32236,255,37.28235294117647,1284.0,No qualification
SAL32237,9,40.44444444444444,933.0,No qualification
SAL32238,2,47.5,1180.0,Diploma
SAL32239,13,28.384615384615383,1736.0,No qualification
SAL32240,2,33.0,2198.0,Bachelor
SAL32241,471,36.10403397027601,1299.0,No qualification
SAL32243,365,38.16986301369863,1293.0,No qualification
SAL32245,26,42.46153846153846,1714.0,Bachelor
SAL32246,46,35.608695652173914,1384.0,Certificate III/IV
SAL32247,99,40.72727272727273,1416.0,Year 12
SAL32248,646,37.84829721362229,1346.0,No qualification
SAL32249,4,37.5,2421.0,Bachelor
SAL32250,329,38.452887537993924,1282.0,No qualification
SAL32251,15,33.06666666666667,1021.0,Bachelor
SAL32252,12,45.083333333333336,1165.0,No qualification
SAL32253,13,28.0,1431.0,Certificate III/IV
SAL32254,1,47.0,1699.0,No qualification
SAL32255,164,36.829268292682926,1419.0,No qualification
SAL32256,29,40.793103448275865,1297.0,Bachelor
SAL32257,639,37.67292644757433,1344.0,No qualification
SAL32258,123,35.1219512195122,1264.0,No qualification
SAL32259,3,34.0,1240.0,Certificate III/IV
SAL32260,78,40.46153846153846,1849.5,No qualification
SAL32261,1,10.0,2555.0,Bachelor
SAL32263,1,45.0,670.0,Bachelor
SAL32264,214,36.61214953271028,1203.5,No qualification
SAL32265,263,36.70342205323194,1485.0,Year 12
SAL32266,14,30.357142857142858,1620.0,Certificate III/IV
SAL32267,2,57.0,940.5,Bachelor
SAL32268,3,53.0,1899.0,Bachelor
SAL32269,289,37.94117647058823,1392.0,No qualification
SAL32270,224,39.544642857142854,1384.0,No qualification
SAL32271,338,37.819526627218934,1313.5,Certificate III/IV
SAL32272,57,34.75438596491228,1417.0,Certificate III/IV
SAL32273,115,41.28695652173913,1156.0,No qualification
SAL32274,461,38.635574837310195,1410.0,No qualification
SAL32275,7,23.857142857142858,1468.0,No qualification
SAL32276,5,45.8,1958.0,Year 12
SAL32277,48,34.875,1454.5,No qualification
SAL32278,366,37.112021857923494,1384.5,No qualification
SAL32279,136,38.5735294117647,1329.5,No qualification
