Suburb_Name,SAL_CODE_2021,Value_Score,Undervalued_Score,Quality_Index,Price_Index,Education_Index,Employment_Index,Demographics_Index,Density_Index,Tertiary_Pct,Median_tot_prsnl_inc_weekly,Median_age_persons,Average_household_size,Density_per_sqkm,Total_Population,Median_mortgage_repay_monthly,Median_rent_weekly,Mortgage_to_Income_Ratio,Median_tot_hhd_inc_weekly
Safety Beach (NSW),SAL13477,8630.735633804947,42.31032125768968,3945.213676544925,44.71120984278878,60.76555023923444,4719.753930280246,10000.0,73.71888259387339,38.82149046793761,787,46,2.7,811.5664778162019,1103,2058,500,0.6034600723291955,1837
Salamander Bay,SAL13478,4176.690145900799,6.698564593301436,2526.940361477221,59.50102529049898,28.84483937115516,1575.5297334244704,8142.857142857143,66.09135949498133,22.794117647058822,600,57,2.1,582.7407848494402,4991,1733,380,0.6665384615384615,1107
Salt Ash,SAL13482,5399.176672175774,15.584415584415584,3036.8246753246754,55.24606971975392,3.827751196172249,1780.5878332194122,10000.0,10.0,12.021857923497267,610,46,2.7,21.499172583974442,1103,1950,310,0.7377049180327868,1461
San Remo (NSW),SAL13485,4543.635932341513,35.543403964456594,3226.0591544083445,70.0017088174983,4.101161995898838,2532.4675324675322,9809.52380952381,84.7172912557528,12.188208616780045,658,34,2.7,1943.458251150559,4434,1625,380,0.5699088145896656,1375
Sancrox,SAL13486,6224.771489449295,53.65686944634312,3824.0222146274778,60.43233082706766,30.416951469583047,4377.99043062201,10000.0,10.0,23.34384858044164,765,45,2.9,23.521505376344088,602,1900,400,0.5731523378582202,2050
Sanctuary Point,SAL13487,3959.8577941954054,14.559125085440874,2713.7882571388513,67.53246753246754,10.526315789473683,1018.4552289815448,9571.428571428572,81.57767233601764,15.395170142700328,558,47,2.3,1315.5344672035285,7874,1545,360,0.6389578163771712,1068
Sandringham (NSW),SAL13493,27190.8018612182,52.76828434723172,4834.684407490561,16.780587833219414,65.7552973342447,7672.59056732741,10000.0,87.8709872804361,41.41843971631206,978,47,2.5,2574.19745608722,1275,2981,550,0.7033978291647003,2101
Sandy Beach,SAL13494,6031.094203591259,55.50239234449761,3817.3775721097227,62.29494190020506,37.59398496240601,4326.725905673274,10000.0,53.87736612679247,26.498637602179837,763,35,2.7,216.3209838037739,2913,1810,420,0.5474342171589878,1567
Sandy Point (NSW),SAL13502,14994.725813455361,93.84825700615174,5300.220478408865,34.34723171565277,58.3732057416268,9234.44976076555,10000.0,82.49058971141781,37.12574850299401,1234,41,2.9,1498.1179422835633,597,2754,510,0.5150230644558036,2986
Sans Souci,SAL13504,19985.691983461646,33.014354066985646,4327.114056200544,20.65105946684895,63.1578947368421,5980.861244019139,10000.0,92.72209715833088,40.0070997515087,859,44,2.5,3544.419431666177,10864,2700,500,0.7253514820453121,1863
Sapphire Beach,SAL13506,9995.197242471493,83.93711551606289,4743.995257161555,46.46274777853725,68.89952153110048,7382.091592617909,10000.0,57.98615277901895,42.994241842610364,955,46,2.6,339.5845833705685,2660,2174,475,0.525332259363673,2056
Saratoga,SAL13507,9703.47907540964,62.54272043745728,4359.3028979551345,43.92515379357484,52.08475734791524,6103.896103896103,10000.0,83.39093054619016,33.731617647058826,869,43,2.7,1678.1861092380311,3982,2167,485,0.575462512171373,1989
Sawtell,SAL13513,5121.5991042743735,55.84415584415584,3640.7988219008,70.08714969241285,63.021189336978814,4056.7327409432664,9571.428571428572,80.10333306388597,39.99064546304958,750,47,2.3,1020.666612777194,3788,1733,380,0.5332307692307693,1405
Sawyers Gully,SAL13514,8433.061885174093,17.429938482570062,3454.240943267259,39.9606971975393,7.655502392344498,3168.147641831852,10000.0,10.0,14.117647058823529,699,42,3.2,16.41712833529713,542,2167,405,0.7154176295807197,1847
Schofields,SAL13517,13873.137903333949,87.90157211209842,5099.350152568248,35.757006151742985,90.02050580997948,9008.885850991113,9428.57142857143,83.56925590041119,62.929873944437645,1162,32,3.2,1713.8511800822396,15213,2600,540,0.5163511187607573,2696
Scone,SAL13518,4665.825522128043,86.87628161312372,3945.078263841422,83.55263157894737,31.510594668489407,4958.988380041012,9785.714285714286,10.0,23.76987130961393,802,39,2.4,53.57205275522613,5824,1603,290,0.4612507193554575,1507
Scotland Island,SAL13520,13932.720469160427,89.6103896103896,5134.345582049529,35.85099111414901,80.10936431989063,8660.287081339713,10000.0,81.51098901098901,51.73210161662818,1101,48,2.5,1302.197802197802,711,2600,490,0.5449591280653951,2397
Scotts Head,SAL13523,3078.916696834306,23.581681476418318,2614.616900760769,83.92002734107997,48.87218045112782,1319.207108680793,8785.714285714286,51.76361728414207,31.873905429071804,581,54,2.2,152.9085185242622,986,1300,330,0.5163511187607573,1212
Seaforth (NSW),SAL13524,138332.13347338708,62.95283663704716,5330.940317996976,2.8537252221462808,90.22556390977444,9302.802460697198,10000.0,86.879404099231,63.25446644133269,1263,42,3.1,2375.8808198461984,7384,4333,875,0.7917047323223095,4184
Seaham,SAL13525,7468.385595446051,66.78058783321941,4178.977785372523,54.955570745044426,24.26520847573479,5567.3274094326725,10000.0,10.0,20.872865275142317,839,41,3.1,26.166086060800563,1011,2149,360,0.5910882919226186,2312
Sefton,SAL13531,6696.109007163407,5.331510594668489,2826.874782019368,41.21667805878332,59.12508544087491,984.2788790157211,10000.0,92.35728454926162,37.786885245901644,555,35,3.3,3471.456909852325,6300,2000,425,0.8316008316008316,1528
Seven Hills (NSW),SAL13533,9231.014858297134,37.11551606288449,3916.745473931811,41.43028024606973,72.79562542720439,4606.9719753930285,10000.0,85.4346245716066,45.292845911949684,780,37,2.8,2086.924914321321,20095,2200,400,0.650887573964497,1892
Shalvey,SAL13538,4838.2008950584695,6.425153793574847,2650.609848526205,53.78503075871497,5.673274094326726,929.5967190704033,9428.57142857143,85.9066228928594,13.13742437337943,550,32,3.0,2181.3245785718796,3455,1950,300,0.8181818181818181,1180
Shell Cove,SAL13547,14030.860280971936,61.107313738892685,4619.05894540295,31.920710868079297,52.28981544771018,6975.393028024607,10000.0,71.69394907503569,33.791208791208796,931,40,3.0,750.8184722510706,7591,2386,600,0.591423613980005,2452
Shelly Beach (NSW),SAL13550,9693.61439523729,39.371155160628845,4000.388352150711,40.26828434723172,32.74094326725906,4928.229665071771,10000.0,80.64779766001377,24.18918918918919,801,47,2.5,1129.5595320027528,1313,2200,423,0.6338231057332181,1646
Shoal Bay (NSW),SAL13554,3687.9017108353205,9.706083390293916,2507.873994583625,67.00273410799727,25.290498974709504,1934.3814080656184,7642.857142857143,61.72091171493979,21.282798833819243,623,59,2.0,451.6273514481935,1815,1700,338,0.629707371280405,1007
Shortland,SAL13557,4503.138745752234,33.28776486671223,3185.3781443636854,69.73684210526315,43.26725905673274,2881.066302118934,9190.476190476193,69.72685594624542,29.258426966292134,681,33,2.3,691.8056783873624,4537,1679,377,0.568959674686547,1344
Silverdale (NSW),SAL13559,15131.672108429311,76.8967874231032,4925.860902255639,31.55331510594668,25.837320574162682,8055.365686944634,10000.0,10.0,21.560077519379846,1024,35,3.3,93.82060294658235,4543,2600,500,0.5859375,2654
Silverwater (Parramatta - NSW),SAL13562,9293.024189982016,61.72248803827751,4309.092105263158,45.3691045796309,29.118250170881748,5960.355434039645,10000.0,81.66666666666667,22.881018702745724,857,35,2.7,1333.3333333333333,3600,2167,450,0.5835203303114622,1875
Skennars Head,SAL13569,12906.218841871885,28.36637047163363,3988.577392327775,29.90430622009569,65.55023923444976,4870.12987012987,10000.0,52.48906345652863,41.289437585733886,794,47,2.5,174.6719036958591,1303,2297,550,0.6676031776787444,1674
Smithfield (NSW),SAL13575,6993.553659204129,1.77717019822283,2607.668140030177,36.286739576213265,37.45727956254272,280.2460697197539,10000.0,82.38090163658595,26.449195503636762,479,38,3.1,1476.1803273171881,13160,2167,400,1.0440019270916976,1300
Smiths Lake,SAL13579,3878.330446148406,29.733424470266574,2961.117224880383,75.3503075871497,30.006835269993164,1859.1934381408066,9571.428571428572,10.0,23.262032085561497,615,49,2.3,86.16117054995665,1332,1473,380,0.5527204502814259,1210
Smithtown,SAL13580,3594.679644760888,58.16814764183186,3235.0396860434234,88.99521531100478,1.6404647983595353,2597.402597402597,9785.714285714286,59.32130636376521,8.59375,662,43,2.4,379.6391909129563,625,1244,320,0.4336509412038113,1178
Soldiers Point,SAL13586,7093.5874414046975,13.055365686944635,3203.7753724165145,44.16438824333561,44.90772385509227,3509.911141490089,8500.0,82.19808541973491,29.694835680751176,719,56,2.2,1439.6170839469808,1564,2152,400,0.6907028993259869,1350
Somersby,SAL13587,14965.817834890046,42.58373205741627,4342.491114149009,28.016062884483944,46.411483253588514,6090.225563909775,10000.0,10.0,30.555555555555557,867,47,3.0,13.604420497994381,1087,2800,380,0.7452754857599149,2215
South Bowenfels,SAL13594,7740.1574978972985,24.470266575529735,3553.9914559125086,44.91626794258373,40.25974025974026,3646.6165413533836,9785.714285714286,10.0,27.692307692307693,727,48,2.4,43.177977277833676,1326,2167,370,0.6878637181250661,1608
South Coogee,SAL13595,18105.35804392081,60.76555023923444,4766.17672143214,25.324675324675326,84.34723171565277,7419.685577580314,10000.0,99.77919095566155,56.17103984450923,958,42,2.6,4955.838191132309,5611,4000,207,0.9635458487233018,2105
South Golden Beach,SAL13597,8525.807783203532,41.90020505809979,3932.9440579141497,45.129870129870135,58.57826384142174,4678.742310321257,10000.0,78.31923776897548,37.301587301587304,785,40,2.5,949.5771330692645,887,2037,509,0.5988241058304753,1620
South Granville,SAL13599,5216.401546530807,1.7088174982911826,2398.2967684504556,44.97607655502392,45.18113465481887,47.84688995215311,9428.57142857143,88.30335950337776,29.944289693593312,441,32,3.3,2660.6719006755525,5829,2167,263,1.1339612768184197,1104
South Gundagai,SAL13600,3785.1798683278225,76.55502392344498,3505.443950786056,91.6097060833903,4.032809295967191,3342.4470266575527,10000.0,10.0,12.158054711246201,710,45,2.5,3.585718647343882,781,1300,225,0.4225352112676057,1279
South Hurstville,SAL13603,13237.268878796987,12.235133287764867,3601.1614491494165,26.20471633629529,76.48667122351333,3544.0874914559126,10000.0,99.92800230392628,48.67021276595745,721,40,2.8,5011.999616012287,5221,2383,500,0.7627227141790248,1867
South Kempsey,SAL13604,3263.2297378148232,26.72590567327409,2721.506835269993,82.39917976760081,8.817498291182503,724.5386192754613,10000.0,10.0,14.527629233511586,527,42,2.6,39.294628225132264,2604,1300,270,0.5692599620493359,1074
South Maroota,SAL13608,13227.673821953229,60.150375939849624,4563.7282980177715,33.50136705399862,11.483253588516746,6862.611073137388,10000.0,10.0,15.838509316770185,920,41,3.1,17.584523324593665,613,2600,400,0.6521739130434783,2424
South Murwillumbah,SAL13609,4651.875075830273,14.96924128503076,2882.795283663705,60.9706083390294,17.566643882433354,1431.989063568011,9785.714285714286,10.0,18.217054263565892,589,48,2.4,94.03114339749368,1064,1687,390,0.6609638239519393,1292
South Penrith,SAL13612,8841.321880659296,52.83663704716336,4150.254277615977,45.94155844155844,37.04716336295284,5420.369104579631,10000.0,86.86264822134387,26.349325337331337,828,37,2.7,2372.529644268775,12005,2167,420,0.6039576365663322,1870
South Turramurra,SAL13614,74245.48424353884,51.60628844839371,5062.4458514793,5.818523581681475,93.98496240601504,8407.382091592617,10000.0,80.23823519806669,67.83947223749313,1058,42,3.1,1047.6470396133373,3208,3500,795,0.7634142794823323,3447
South Wentworthville,SAL13615,10758.100364193902,17.293233082706767,3620.692725442101,32.6555023923445,65.892002734108,3622.693096377307,10000.0,94.11463805784439,41.510006064281384,726,35,3.0,3822.9276115688767,6913,2260,450,0.7183725365543547,1793
South West Rocks,SAL13616,3187.543203725031,6.08339029391661,2251.2268988140167,69.62576896787422,21.872863978127135,786.056049213944,8000.0,58.988165709302265,19.98417095370004,533,58,2.1,369.64497127906805,5058,1517,323,0.6568047337278107,980
South Windsor,SAL13617,6464.473548468679,48.1203007518797,3768.5715652891095,57.29665071770335,26.11073137388927,4326.725905673274,9809.52380952381,68.9308119600533,21.605173069608217,763,34,2.5,667.924358801599,5948,2000,360,0.6048996874684948,1466
Speers Point,SAL13621,8289.19495152692,63.56801093643198,4235.280022037684,50.09398496240602,54.4771018455229,5868.0792891319215,9785.714285714286,80.5635554391936,34.87506645401382,851,45,2.4,1112.7110878387223,3400,2167,393,0.5876344571996747,1766
Spring Farm (NSW),SAL13628,12121.184333737887,84.55228981544771,4918.317604946563,39.576213260423785,50.512645249487356,8762.816131237185,9047.619047619048,82.76140063865599,32.860571677940214,1118,30,3.0,1552.2801277311983,9868,2500,510,0.5160313747075822,2403
Spring Grove,SAL13630,6917.202778689044,67.53246753246754,4107.556049213944,58.38174982911825,4.921394395078606,5348.598769651401,10000.0,10.0,12.63537906137184,825,43,2.9,14.537227051265585,532,2059,350,0.575944055944056,1837
Springdale Heights,SAL13638,3846.6474603858965,49.69241285030759,3211.3590397581174,82.48462064251538,18.318523581681475,2501.708817498291,9785.714285714286,59.48177337036337,18.51851851851852,656,37,2.4,384.4532011109011,2644,1517,253,0.5336538461538461,1202
Springvale (NSW),SAL13643,9653.901594801766,98.29118250170882,5193.211773490748,52.79391660970608,59.46684894053315,8892.686261107312,10000.0,50.43893650929515,38.080495356037154,1148,41,3.4,113.1680952788545,1851,2232,420,0.4486732779415706,3185
Springwood (NSW),SAL13644,7952.044695031251,68.14764183185235,4254.61568370416,52.50341763499658,70.53998632946002,5926.17908407382,9785.714285714286,61.14260769735779,44.0332475756976,855,48,2.4,434.2782309207338,8423,2143,400,0.5784075573549258,1778
St Andrews (NSW),SAL13646,6974.595220564015,39.02939166097061,3711.3856816029997,52.21291866028708,42.720437457279566,3950.786056049214,10000.0,88.89155700701181,28.943154523618897,743,36,3.0,2778.311401402363,5785,2000,400,0.6211823170100425,1837
St Clair (Penrith - NSW),SAL13647,9130.95992152998,59.5352016404648,4271.391900954674,45.77922077922078,39.98632946001367,5820.2323991797675,10000.0,88.8418824182689,27.57740925431984,849,36,3.0,2768.3764836537794,19942,2167,440,0.5890187550964936,2067
St Georges Basin,SAL13651,4100.596487957851,7.928913192071087,2556.23000683527,61.33800410116199,14.96924128503076,881.7498291182503,9142.857142857143,10.0,17.07161125319693,545,53,2.3,71.39161464960374,3215,1690,350,0.7155963302752294,1113
St Helens Park,SAL13652,6605.114146244631,53.793574846206425,3888.371554356746,57.86910457963089,34.51811346548189,4870.12987012987,9619.04761904762,81.43503010823474,25.101814142910033,794,33,3.0,1287.0060216469494,6647,1966,400,0.5714008913001356,1850
St Huberts Island,SAL13653,22482.22656370544,3.9644565960355433,3359.7328732897613,13.94395078605605,28.22966507177033,4104.57963089542,8428.57142857143,84.9815157116451,22.632423756019264,753,58,2.3,1996.3031423290201,1080,2800,560,0.8581060373889059,1605
St Ives (NSW),SAL13654,59128.14546991148,55.16062884483938,5097.63020377303,7.6213260423786835,94.46343130553657,8523.581681476418,10000.0,81.44446625629233,68.30777757251062,1077,43,2.9,1288.8932512584656,18384,3467,688,0.742875508892222,2888
St Ives Chase,SAL13655,215167.3437687388,42.03691045796309,4964.438611697744,1.3072453861927613,96.44565960355435,8079.28913192071,10000.0,78.1211616030966,70.66811515480717,1025,42,3.2,943.6348480928976,3283,4223,950,0.9507692307692307,3306
St Johns Park,SAL13656,7207.2112787021,1.9138755980861244,2631.2971703986004,35.50922761449077,57.27956254272044,334.9282296650718,10000.0,90.89888490842121,36.65609424558224,485,43,3.3,3179.7769816842424,6302,2089,450,0.9939730372720064,1567
St Leonards (NSW),SAL13657,12956.594793871773,91.66097060833903,5133.308981798972,38.619275461380724,99.72658920027341,9870.12987012987,8523.809523809525,75.99775365031823,76.20917365696947,1627,34,1.9,9000.374391613628,7212,2600,600,0.36877688998156116,2475
St Marys (NSW),SAL13658,5586.420874412032,53.998632946001365,3713.480678380091,65.47334244702665,41.07997265892003,4121.667805878333,9809.52380952381,81.83594958641886,28.013029315960914,754,34,2.5,1367.1899172837723,13256,1847,365,0.5652927973882881,1437
St Peters (NSW),SAL13659,16486.230404984744,93.02802460697197,5333.008182030796,31.34825700615174,92.68626110731374,9665.07177033493,9571.428571428572,85.49086493987049,66.82789197904071,1465,35,2.3,2098.172987974098,3629,2860,650,0.4505119453924915,2924
Stanford Merthyr,SAL13662,3992.908656868663,38.209159261790845,3112.3945140942487,76.94805194805195,2.221462747778537,2002.7341079972657,10000.0,72.71895247156903,9.836065573770492,627,41,2.5,781.5685741470708,575,1539,310,0.5664335664335665,1337
Stanhope Gardens,SAL13664,18680.638996164427,75.80314422419686,5035.728234659827,25.95693779904306,88.17498291182501,8318.523581681477,10000.0,91.45776854557617,60.56479070698979,1050,37,3.2,3291.553709115234,9349,2700,580,0.5934065934065934,2868
Stanmore (NSW),SAL13665,16534.77081072956,88.4483937115516,5237.1032797511025,30.67327409432673,94.19002050580998,9340.396445659602,9571.428571428572,92.4679802955665,68.04606675775912,1283,36,2.3,6255.336617405583,7619,3000,490,0.5396006954853408,2395
Stanwell Park,SAL13668,14395.67879606489,88.65345181134656,5146.282972478414,34.7488038277512,77.64866712235133,8711.551606288449,10000.0,63.48593636782821,49.437052200614126,1110,45,2.9,504.5780910348462,1532,2675,460,0.5561330561330561,2798
Stanwell Tops,SAL13669,20735.66814353138,55.29733424470267,4762.329579335108,21.966848940533154,51.81134654818865,7464.114832535885,10000.0,50.3448373992416,33.55263157894737,962,38,3.0,110.345121977248,517,2625,650,0.6296977450823604,2663
Stockton (NSW),SAL13677,6403.971923890102,40.533151059466846,3650.679838950078,56.00649350649351,47.91524265208476,4104.57963089542,9571.428571428572,80.49489352455454,31.440443213296398,753,47,2.3,1098.9787049109084,4046,2000,370,0.6129328838492185,1535
Stokers Siding,SAL13679,5206.101315883691,27.204374572795626,3230.255980861244,61.04750512645249,47.09501025290499,2382.091592617908,10000.0,10.0,31.025641025641026,647,48,2.6,22.12262069935614,692,1800,350,0.6420164070859589,1492
Strathfield (NSW),SAL13690,19716.16850615907,18.045112781954884,3968.906497543662,19.13021189336979,89.33697881066303,5235.816814764184,9428.57142857143,94.78334885567278,61.91060903732809,815,32,2.8,3956.669771134556,25915,2765,480,0.7829164700330344,2262
Strathfield South,SAL13691,12581.837883445223,50.512645249487356,4373.15616741033,33.75768967874231,85.16746411483254,6117.566643882434,10000.0,82.23956674100032,57.39887352790578,870,38,2.8,1447.9133482000636,3636,2400,460,0.636604774535809,2045
Stroud,SAL13692,4035.355340622372,30.48530416951469,3017.221120984279,73.76965140123035,20.50580997949419,1698.5645933014353,10000.0,10.0,19.198312236286917,606,48,2.5,5.583684338726186,988,1560,320,0.594059405940594,1310
Stuarts Point,SAL13696,2396.8645973392177,11.89336978810663,2138.4275461380726,88.21770334928229,11.278195488721805,266.57552973342445,8214.285714285716,10.0,15.733333333333333,478,55,2.0,45.58628364666464,766,1083,283,0.5228516253620856,777
Suffolk Park,SAL13699,15074.105737946138,49.41900205058099,4473.083748472014,28.67395762132604,74.16267942583733,6462.747778537252,10000.0,80.07074055391415,46.36045153756325,894,39,2.6,1014.1481107828301,4222,2383,700,0.6151264842540011,2020
Summer Hill (Inner West - NSW),SAL13702,12683.834964891768,93.16473000683527,5152.038514738043,39.61893369788106,95.42036910457963,9412.166780587833,9142.857142857143,93.65389410689053,69.25287356321839,1317,36,2.1,6057.684315518244,7288,2708,460,0.47450499386718065,2260
Summerland Point,SAL13705,5120.418218546627,27.819548872180448,3222.5910299507173,61.93609022556391,12.371838687628161,2358.1681476418316,10000.0,76.19356034586154,16.0427807486631,646,48,2.5,885.8068103758463,2708,1730,400,0.6180042867349369,1312
Sunshine Bay,SAL13710,3906.8665667174237,10.663021189336979,2595.355761354293,65.43062200956939,34.99658236500342,1671.2235133287763,8285.714285714286,80.40774145058249,25.43978349120433,605,56,2.1,1081.5482901164976,1439,1650,370,0.6293706293706294,1138
Surf Beach (NSW),SAL13712,3567.36193128774,21.257689678742313,2744.4181069542087,75.93130553656869,33.83458646616541,1821.5994531784006,8714.285714285716,61.443109929403136,24.75149105367793,612,53,2.1,443.29329788209407,1934,1517,330,0.5720211161387632,1099
Surfside,SAL13713,3884.2506388938964,30.82706766917293,2978.9122611702983,75.69207108680793,13.533834586466165,1729.3233082706768,9785.714285714286,64.17697923055646,16.38418079096045,607,47,2.4,525.3093769166937,1456,1500,350,0.5702699277658091,1168
Surry Hills,SAL13714,14347.623734291474,84.4155844155844,5044.5185895043405,34.159261790840745,94.12166780587833,9620.642515379359,8500.0,33.9288969917958,67.9785035138487,1442,35,1.8,12023.701002734731,15828,2839,550,0.4543369252107116,2308
Sussex Inlet,SAL13715,2845.8861591045247,3.007518796992481,1971.7536482933149,68.28434723171566,9.774436090225564,406.69856459330146,7357.142857142857,50.17355868361665,15.126484254001033,494,61,2.0,105.20676050849933,3888,1511,310,0.7058548738710683,887
Sutherland (NSW),SAL13716,8998.38321079469,95.69377990430623,4932.073499023955,53.81066302118934,74.29938482570063,8701.298701298701,9142.857142857143,91.19858314899336,46.42138545559069,1109,37,2.1,3239.716629798673,11570,2167,450,0.4509259901505167,1949
Sutton (NSW),SAL13717,13282.734392597857,94.53178400546821,5239.8253588516745,38.4483937115516,64.18318523581682,9063.568010936433,10000.0,10.0,40.44692737430168,1182,44,2.9,10.74524043166034,1556,2668,450,0.5208902772354549,3044
Sutton Forest,SAL13718,13026.40431522264,80.38277511961722,4886.059125085441,36.50888585099112,57.21120984278879,7891.319207108681,10000.0,10.0,36.64383561643836,1002,50,2.5,4.736526040085671,504,2859,300,0.6584523261169968,2069
Swansea (NSW),SAL13726,4709.357400851749,5.878332194121668,2596.1177652590154,54.12679425837321,10.868079289131922,1161.9958988380042,8928.57142857143,80.77143118678201,15.578947368421053,569,53,2.2,1154.2862373564008,5044,1908,330,0.7738272272542923,1037
Swansea Heads,SAL13727,6637.579805247646,64.25153793574846,4024.3106460380645,59.62918660287082,37.8673957621326,5006.835269993165,10000.0,72.66564207650273,26.64756446991404,804,46,2.7,779.9692622950819,609,1992,380,0.5717566016073479,2083
Sydenham (NSW),SAL13729,25332.831893508366,50.58099794941901,4751.074788066184,17.75461380724539,87.49145591250854,7368.421052631578,10000.0,95.34023668639054,59.50920245398773,954,36,2.5,4068.047337278107,1100,2817,580,0.681422351233672,2245
Sydney,SAL13730,19690.493308647423,40.25974025974026,4456.673307787028,21.63362952836637,87.83321941216678,7576.896787423102,8571.428571428572,95.98108586202204,60.38087835211815,971,32,2.1,5669.819022996326,16667,2691,600,0.6395468589083418,2227
Sydney Olympic Park,SAL13731,10887.068503856202,79.69924812030075,4732.898157071131,42.47265892002734,93.84825700615174,8841.421736158576,8166.666666666667,71.00328303364356,67.67441860465117,1135,31,2.0,730.0984910093069,4848,2400,520,0.48797017960013556,1975
Sylvania,SAL13732,22151.710798306747,25.153793574846205,4209.354996912694,18.002392344497622,61.107313738892685,5591.25085440875,10000.0,90.98364312267658,38.97270114942529,840,46,2.6,3196.728624535316,10749,2730,530,0.75,1961
Sylvania Waters,SAL13733,35059.07681659507,35.95352016404648,4592.1878949857255,12.098427887901579,66.30211893369788,6862.611073137388,10000.0,90.09291576266389,41.760856632956575,920,43,2.9,3018.58315253278,3200,3000,600,0.7525083612040134,2371
Table Top,SAL13737,8319.142101177898,98.15447710184553,5018.239576213261,59.3215994531784,56.9377990430622,8332.194121667808,10000.0,10.0,36.51399491094148,1052,42,3.0,8.64660646362351,1516,2167,380,0.4753582918982158,2475
Tabulam,SAL13738,2695.115031959973,14.42241968557758,2308.4958988380045,84.65481886534518,4.579630895420369,6.83526999316473,9214.285714285716,10.0,12.396694214876034,405,51,2.2,1.425547551972854,508,1062,138,0.6051282051282051,701
Tacoma,SAL13739,5160.311765974476,39.50786056049214,3415.2410587584527,65.18284347231716,1.5721120984278878,3021.189336978811,10000.0,56.08416023520764,8.394160583941606,688,40,3.0,282.5248070562293,615,1733,390,0.581283542039356,1679
Tahmoor,SAL13742,8627.721531150775,39.98632946001367,3914.349490710172,44.36944634313055,25.358851674641148,4818.865345181135,9809.52380952381,58.00852848324931,21.330724070450096,792,34,2.7,340.25585449747916,5777,2167,410,0.6314102564102564,1739
Tallawong,SAL13747,22473.283842884804,65.7552973342447,4955.950489562491,21.05263157894737,86.46616541353383,8851.674641148325,9047.619047619048,84.0232379278141,58.61297539149888,1137,30,3.2,1804.6475855628194,6570,3000,575,0.6088897909478385,2759
Tallong,SAL13749,6832.802778080996,23.103212576896787,3422.8465481886533,49.09432672590567,29.460013670539986,3041.6951469583046,10000.0,10.0,23.029045643153527,689,48,2.7,4.6089943970966365,914,2015,385,0.6748911465892599,1579
Tallwoods Village,SAL13753,5618.554390308313,6.83526999316473,2787.2139039905737,48.607313738892685,35.543403964456594,2617.908407382092,7928.571428571429,60.23668962501367,25.6140350877193,663,60,2.2,407.10068875041,993,1997,400,0.6950922380786634,1314
Tamarama,SAL13757,27558.434509568924,89.81544771018454,5535.7981774928985,19.0874914559125,96.85577580314423,9972.658920027343,10000.0,99.62512495834721,71.14624505928853,1788,36,2.5,4925.024991669444,1478,4109,850,0.5303304078471863,4522
Tanilba Bay,SAL13764,4038.309557898972,20.642515379357484,2861.403169517984,69.85645933014354,16.062884483937115,1339.7129186602872,9785.714285714286,54.94571430763683,17.602739726027398,582,48,2.4,248.37142922910482,3237,1517,380,0.6015067406819984,1131
Tapitallee,SAL13770,10094.674240919026,28.161312371838687,3820.037252221463,36.84210526315789,53.588516746411486,4579.630895420369,9714.285714285716,10.0,34.4559585492228,779,52,2.7,33.28628871195377,625,2167,510,0.6419472696751259,2062
Tarago,SAL13773,7143.3927506320915,94.12166780587833,4625.163704716337,63.74743677375256,41.968557758031444,7036.910457963088,10000.0,10.0,28.46153846153846,934,40,2.6,1.6433694874620575,510,1993,400,0.49242299456432215,2027
Taren Point,SAL13781,34988.93366822312,3.1442241968557756,3390.195688406676,8.689336978810658,45.86466165413533,4190.020505809979,8428.57142857143,81.91520683056088,30.333951762523192,757,58,2.3,1383.0413661121743,1879,3000,650,0.9145412051620769,1463
Tarrawanna,SAL13784,7197.398590098753,16.883116883116884,3310.9263418519554,45.00170881749829,51.60628844839371,2792.207792207792,9785.714285714286,75.69030817685285,33.53711790393013,674,48,2.4,870.7092453055853,2184,2167,340,0.7419538918055238,1449
Tarro,SAL13786,3853.083901254819,31.715652768284347,2983.9804002332303,76.44395078605604,7.792207792207792,1934.3814080656184,9571.428571428572,56.474484124927294,14.17910447761194,623,45,2.3,294.23452374781874,1703,1517,340,0.5619212248425732,1167
Tascott,SAL13787,7604.818150398506,60.423786739576215,4107.823354369905,53.01606288448394,66.64388243335611,5256.322624743678,10000.0,72.88934811196694,41.84322033898305,819,43,2.5,786.6804433590081,1675,2000,450,0.5635390250774867,1882
Tathra,SAL13789,3966.233108390965,49.077238550922765,3237.9969241285035,80.6390977443609,60.08202323991798,4002.0505809979495,8071.4285714285725,10.0,38.35164835164836,746,56,2.0,73.55703922078673,1527,1603,320,0.4958754382346876,1221
Tatton,SAL13790,6983.044430336903,98.97470950102529,4915.71961579998,69.39507860560492,68.69446343130554,7942.5837320574165,10000.0,82.24104768908751,42.93563579277865,1009,40,2.8,1448.209537817503,2560,1939,385,0.4434703057101472,2337
Tea Gardens,SAL13794,2400.419032106856,1.367053998632946,1732.6414900888587,71.1807928913192,25.4272043745728,745.0444292549556,6000.000000000001,10.0,21.405750798722046,529,69,1.9,40.31887224877039,3288,1420,365,0.6194561582085211,991
Telarah,SAL13795,3896.4256505328754,56.9377990430622,3321.8293744055923,84.25324675324676,13.328776486671224,3041.6951469583046,9571.428571428572,83.10036343304445,16.34050880626223,689,36,2.3,1620.07268660889,2318,1500,300,0.5024003572624763,1311
Telegraph Point,SAL13796,4289.901318943799,51.196172248803826,3363.687286397813,77.40943267259055,13.397129186602871,2860.5604921394397,10000.0,10.0,16.346153846153847,680,47,2.7,23.00715735905259,604,1560,350,0.5294117647058824,1514
